morris	which chapter?	XXVI	P-1787	gun
morris	which chapter?	XXVI	P-1792	train
morris	which chapter?	XXVI	P-1792	carriage
morris	which chapter?	XXVI	P-1795	electricity
morris	which chapter?	XXVI	P-1795	engine
morris	which chapter?	XXVI	P-1795	carriage
vanhelsing	which chapter?	X	P-440	blood transfusion
vanhelsing	which chapter?	X	P-458	blood transfusion
vanhelsing	which chapter?	X	P-458	train
vanhelsing	which chapter?	X	P-483	telegram
vanhelsing	which chapter?	X	P-495	blood transfusion
vanhelsing	which chapter?	X	P-495	medical
vanhelsing	which chapter?	XI	P-527	carriage
vanhelsing	which chapter?	XI	P-591	train
vanhelsing	which chapter?	XI	P-591	telegram
vanhelsing	which chapter?	XI	P-591	phonograph
vanhelsing	which chapter?	XII	P-630	medical
vanhelsing	which chapter?	XII	P-635	telegram
vanhelsing	which chapter?	XII	P-650	phonograph
vanhelsing	which chapter?	XIII	P-744	train
vanhelsing	which chapter?	XIII	P-786	telegram
vanhelsing	which chapter?	XIII	P-790	train
vanhelsing	which chapter?	XIII	P-790	carriage
vanhelsing	which chapter?	XVII	P-1085	telegram
vanhelsing	which chapter?	XVII	P-1094	phonograph
vanhelsing	which chapter?	XVII	P-1127	telegram
vanhelsing	which chapter?	XVII	P-1127	phonograph
vanhelsing	which chapter?	XVII	P-1140	train
vanhelsing	which chapter?	XVIII	P-1174	carriage
vanhelsing	which chapter?	XX	P-1315	train
vanhelsing	which chapter?	XX	P-1377	medical
vanhelsing	which chapter?	XXIII	P-1529	telegram
vanhelsing	which chapter?	XXIV	P-1593	phonograph
vanhelsing	which chapter?	XXV	P-1678	telegram
vanhelsing	which chapter?	XXV	P-1683	telegram
vanhelsing	which chapter?	XXV	P-1689	phonograph
vanhelsing	which chapter?	XXV	P-1689	pen
vanhelsing	which chapter?	XXV	P-1689	telegram
vanhelsing	which chapter?	XXV	P-1691	steamer
vanhelsing	which chapter?	XXV	P-1691	telegram
vanhelsing	which chapter?	XXV	P-1695	telegram
vanhelsing	which chapter?	XXV	P-1695	train
vanhelsing	which chapter?	XXV	P-1700	train
vanhelsing	which chapter?	XXVI	P-1724	train
vanhelsing	which chapter?	XXVI	P-1743	telegram
vanhelsing	which chapter?	XXVI	P-1787	gun
vanhelsing	which chapter?	XXVI	P-1792	train
vanhelsing	which chapter?	XXVI	P-1792	carriage
vanhelsing	which chapter?	XXVI	P-1795	electricity
vanhelsing	which chapter?	XXVI	P-1795	engine
vanhelsing	which chapter?	XXVI	P-1795	carriage
vanhelsing	which chapter?	XXVI	P-1799	carriage
vanhelsing	which chapter?	XXVII	P-1813	carriage
vanhelsing	which chapter?	XXVII	P-1813	train
